id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
37243338,Wonderful 28m2 Exterior Facing Duplex Built 2016 (PER),206349691,Mike,Latina,Puerta del Angel,40.40792,-3.73235,Entire home/apt,1262,1,2,2019-08-31,0.68,129,209
37243550,Luminoso apartamento en FUENCARRAL/GRAN VIA,280393550,Ivan,Centro,Justicia,40.42603,-3.70033,Entire home/apt,70,3,5,2019-10-01,1.74,1,0
37247664,Habitación cerca del centro de Madrid,220943161,Fernanda,Latina,Puerta del Angel,40.40502,-3.74018,Private room,16,2,14,2019-11-08,5.92,1,340
37248114,Apartamento cercano a Madrid Rio,236573839,Montse,Latina,Puerta del Angel,40.40909,-3.73063,Entire home/apt,47,2,5,2019-10-25,2.88,3,308
37249088,Un apartamento bonito con terraza cerca del centro,107009392,Olga,Moratalaz,Media Legua,40.41234,-3.65912,Entire home/apt,70,3,9,2019-11-03,4.58,3,50
37249233,Exelente Habitación Privada en piso compartido,274060057,Belkis,Carabanchel,Opañel,40.38841,-3.73101,Private room,35,3,3,2019-11-03,3,2,135
37251669,Habitación acogedora en el Barrio Salamanca,20555790,Teresa,Salamanca,Fuente del Berro,40.42679,-3.66708,Private room,20,1,10,2019-09-01,3.57,1,0
37251987,Reformado. Súper ubicación.San Miguel Plaza Mayor,195681119,Alejandra,Centro,Palacio,40.4157,-3.709,Entire home/apt,65,2,4,2019-11-03,4,2,80
37253602,beautiful double room with wifi and terrace,280466577,Maëlys,Carabanchel,Comillas,40.39249,-3.70889,Private room,23,1,0,,,1,0
37265851,Apartamento entero ECLECTICO wifi chromecast.*,68703009,Virginia,Ciudad Lineal,Quintana,40.43842,-3.63974,Entire home/apt,47,1,27,2019-11-08,9.53,2,123
37266627,"Gran Via, Boho chic artist apartment",280559690,Gregorio,Centro,Universidad,40.42035,-3.70376,Entire home/apt,68,3,15,2019-10-23,4.79,1,108
37268198,Salamanca Premium Claudio Coello,21731634,Tres Por Tres,Salamanca,Recoletos,40.42688,-3.68552,Entire home/apt,300,3,2,2019-10-07,1.46,11,321
37268517,Beautiful apt with terrace & Wifi,142945848,"Loic, Estelle & Co",Arganzuela,Imperial,40.41146,-3.72144,Entire home/apt,109,1,1,2019-10-23,1,19,363
37268529,Lujoso apartamento a 2 minutos de la Plaza Mayor,4172907,Mireia,Centro,Palacio,40.41234,-3.70871,Entire home/apt,180,2,4,2019-10-23,2.40,5,349
37269563,"Apartamento cómodo, práctico",52777344,Esther,Usera,Pradolongo,40.38262,-3.70967,Entire home/apt,45,3,3,2019-10-11,1.07,2,17
37271580,Habitación individual,224433984,Alexandra,Carabanchel,Comillas,40.39499,-3.71097,Private room,350,365,0,,,1,365
37272013,Enjoy Madrid 15 minutes away from the city centre.,32504720,Iker,Latina,Puerta del Angel,40.40794,-3.73346,Private room,36,2,5,2019-09-29,2.38,1,0
37273993,2 quiet and newly refurbished private rooms,278833831,Diego,Chamartín,Prosperidad,40.44207,-3.67062,Private room,50,2,0,,,3,102
37276162,Chueca cozy apartment,225794381,Iulian,Centro,Justicia,40.4202,-3.69731,Entire home/apt,65,3,2,2019-11-04,2,1,352
37278970,Centric apartment in Malasaña for 6Pax,280644765,Itay David,Centro,Universidad,40.42534,-3.70569,Entire home/apt,90,3,8,2019-11-03,3.87,1,46
37279605,Plaza Mayor Design,102947901,Claudia,Centro,Palacio,40.41645,-3.71239,Entire home/apt,65,1,0,,,235,326
37280538,Dúplex con A/C y cama de Matrimonio en Usera SAN1,206349691,Mike,Usera,Zofío,40.38082,-3.71206,Entire home/apt,1262,1,0,,,129,0
37283862,"Loft hasta 5 personas zona Goya,  Wizink Center",280682720,Carlos,Salamanca,Fuente del Berro,40.42303,-3.66604,Entire home/apt,90,1,12,2019-10-24,3.96,1,331
37284168,Fresh and modern apartment in Chamberí,4062786,Equipo DFLAT Madrid,Chamberí,Almagro,40.43416,-3.69157,Entire home/apt,98,1,0,,,4,0
37284509,Incredible three bedrooms attic with huge terrace,151896696,Lita,Centro,Embajadores,40.41092,-3.69871,Entire home/apt,190,3,4,2019-10-27,3.08,1,341
37285661,cosy bedroom wifi & terrace in Madrid Río area,280698076,Iris,Carabanchel,Comillas,40.3916,-3.71096,Private room,16,1,0,,,1,0
37286167,Comfortable study in the heart of Chamberí,4062786,Equipo DFLAT Madrid,Chamberí,Almagro,40.43284,-3.69103,Entire home/apt,59,1,0,,,4,0
37286373,Apartment with terrace near the center of Madrid,4062786,Equipo DFLAT Madrid,Chamberí,Almagro,40.43387,-3.69243,Entire home/apt,87,1,0,,,4,0
37286713,Doble room in Chueca,125505322,Israel,Centro,Justicia,40.42401,-3.69705,Private room,30,1,3,2019-09-23,1.43,1,26
37287529,HABITACION GRAN VIA / MALASAÑA,257340325,Car,Centro,Universidad,40.42129,-3.7021,Private room,20,2,5,2019-11-05,2.63,2,4
37293411,Acogedor Apartamento Madrid Lavapies,31083349,Raquel,Centro,Embajadores,40.40713,-3.70316,Entire home/apt,47,1,34,2019-11-04,11.33,2,39
37296672,¡¡¡Habitación doble Sambara!!!,138477873,Chema,Ciudad Lineal,Quintana,40.43719,-3.643,Private room,14,1,0,,,1,0
37304252,NEW home-Double Bed-WiFi-15mins to Sol by metro,3264705,Angeline,Usera,Orcasur,40.36759,-3.69838,Private room,28,1,9,2019-10-26,2.93,1,144
37305672,LEEWAYS APARTMENT I in GRAN VÍA,107141654,Leeways,Centro,Universidad,40.42227,-3.70799,Entire home/apt,200,1,10,2019-10-23,3.03,69,119
37307761,2 Pièces 2 Personnes Terrasse 165090,157932055,Maeva,Tetuán,Castillejos,40.45924,-3.69495,Entire home/apt,107,1,0,,,3,365
37307763,Appartement - 2 Pièces 3 Personnes (Standard Éco) 165092,157932055,Maeva,Tetuán,Castillejos,40.45968,-3.69438,Entire home/apt,64,1,0,,,3,365
37307766,2 pièces 2 personnes Standard 165094,157932055,Maeva,Tetuán,Castillejos,40.45799,-3.69382,Entire home/apt,83,1,0,,,3,365
37307999,Stylish double/twin room in Madrid historic centre,217040256,Rafael De One Shot Prado 23,Centro,Cortes,40.41616,-3.69853,Hotel room,1000,1,0,,,4,309
37308003,Balcony double/twin room overlooking Prado Street,217040256,Rafael De One Shot Prado 23,Centro,Cortes,40.41439,-3.69724,Hotel room,1000,1,0,,,4,309
37308010,Quiet & cozy double/twin room Plaza Santa Ana,217040256,Rafael De One Shot Prado 23,Centro,Cortes,40.41443,-3.69884,Hotel room,1000,1,0,,,4,305
37308041,Bonito apartamento en Gran Via,107391937,Marvin,Centro,Universidad,40.42159,-3.70316,Entire home/apt,70,1,3,2019-10-06,1.11,6,158
37309043,Cozy Private Room & Space In The City Center,280863443,Anthony,Centro,Embajadores,40.40957,-3.704,Private room,42,2,6,2019-10-27,4.19,2,245
37311541,como en casa y con 2 amigos nuevos fijo,280880414,Jose M.,Latina,Cármenes,40.40267,-3.74349,Private room,22,1125,1,2019-09-12,0.51,1,345
37314454,SUPER QUIET AND VERY BRIGHT PENTHOUSE,264705299,Juan Carlos,Fuencarral - El Pardo,Valverde,40.50055,-3.6759,Private room,20,2,2,2019-10-13,1.07,1,62
37314837,Room with private bathroom in sol,166951107,Maia,Centro,Sol,40.41711,-3.70092,Private room,30,1,6,2019-10-22,2.17,8,48
37315435,Fantástico apartamento en pleno centro de Madrid,268043101,Isabel Y Amanda,Centro,Sol,40.41475,-3.70492,Entire home/apt,130,1,6,2019-11-03,1.84,4,334
37315944,Habitación en centro de Madrid (Malasaña),137721834,Dani,Centro,Universidad,40.42781,-3.70966,Private room,35,1,1,2019-08-01,0.30,1,37
37316057,Atractivo apartamento de diseño en Puerta del Sol,247570318,Home Club Corporate,Centro,Sol,40.41644,-3.70183,Entire home/apt,77,30,0,,,38,159
37316093,Apartamento a estrenar en Los Jerónimos-Academia I,32046323,Juan,Retiro,Jerónimos,40.41435,-3.68872,Entire home/apt,185,30,0,,,85,130
37317137,Full equipped apartment. 1 m walk to metro station,23883456,Vicente,Puente de Vallecas,Numancia,40.39723,-3.66638,Entire home/apt,50,2,9,2019-10-27,4.82,1,133
37317946,Stunning Apartment in Chamberí,40877988,Eduardo Y Raul,Chamberí,Gaztambide,40.43549,-3.71443,Entire home/apt,105,2,11,2019-11-06,3.63,55,61
37319515,Realquilo habitación por 350€/mes gastos incluidos,219633066,Raúl,Centro,Palacio,40.4099,-3.70965,Private room,36,1,0,,,1,0
37322023,Habitación indiv. Junto al metro Guzmán el Bueno,192428704,Paula,Chamberí,Vallehermoso,40.44551,-3.71123,Private room,25,1,0,,,1,0
37322156,"Habitacion acogedora,ambiente familiar",259349611,Sonia,Hortaleza,Canillas,40.46133,-3.64842,Private room,35,3,5,2019-11-04,1.74,1,364
37322344,"SV- CALLE DEL DESENGAÑO 13, 2E",91506664,Solfai,Centro,Universidad,40.42221,-3.70348,Entire home/apt,70,2,4,2019-10-10,1.56,44,359
37324091,HELLENHOST - SALAMANCA LUXURY II,32420211,Hellen,Salamanca,Castellana,40.43235,-3.68445,Entire home/apt,142,1,1,2019-09-22,0.61,8,0
37324309,3 - Hidden Gem of Madrid City Centre,6305807,Gublin Homes,Centro,Universidad,40.42146,-3.70518,Entire home/apt,120,2,1,2019-09-22,0.61,3,0
37324988,MODERN APARTMENT NEXT TO GRAN VIA,280990223,Carlos,Centro,Universidad,40.42122,-3.70659,Entire home/apt,60,3,5,2019-10-28,3.41,1,63
37326289,Big and Beautiful 2BR Apt with Private Terrace!,271040586,Greg & Aaron,Arganzuela,Palos de Moguer,40.40605,-3.69393,Entire home/apt,72,1,21,2019-11-01,6.85,1,212
37326449,Habitaciones disponibles plaza españa.,2419618,Luis,Centro,Palacio,40.42189,-3.71044,Private room,42,1,0,,,10,365
37326804,Habitación en barrio de Salamanca.,148002879,María Cristina,Salamanca,Goya,40.42785,-3.6777,Private room,30,1,3,2019-10-24,1.20,1,8
37327207,Beautiful cozy space in Plaza de España,37821628,Lola,Moncloa - Aravaca,Argüelles,40.42457,-3.7142,Entire home/apt,54,3,0,,,1,0
37341010,Puerta del Sol Ii Apartment,201741093,Your.Rentals,Centro,Cortes,40.41432,-3.70106,Entire home/apt,264,1,5,2019-10-03,2.00,9,340
37341957,Casa amiga,281311545,Janeht,Moratalaz,Vinateros,40.40291,-3.63833,Private room,25,1,15,2019-11-09,5.70,1,119
37344250,Apartamento de diseño,212023357,Apartamentos Turísticos,Chamartín,Prosperidad,40.44221,-3.67347,Entire home/apt,115,6,2,2019-10-15,1.76,3,124
37344962,Luz y tranquilidad en Huertas con AC y Wifi,23649429,Moises,Centro,Cortes,40.41382,-3.69708,Entire home/apt,90,2,2,2019-10-06,0.94,5,0
37345020,Apartamento elegante en el barrio de Chamberí,247570318,Home Club Corporate,Chamberí,Rios Rosas,40.4437,-3.7036,Entire home/apt,77,30,0,,,38,36
37345298,Habitación privada doble,2419618,Luis,Centro,Palacio,40.42093,-3.71123,Private room,45,1,2,2019-10-06,1.62,10,365
37345542,Piso de diseño vanguardista en Salamanca,247570318,Home Club Corporate,Salamanca,Lista,40.43347,-3.67931,Entire home/apt,200,30,0,,,38,128
37347857,Habitación privada luminosa,152444375,María,Centro,Palacio,40.42081,-3.70746,Private room,102,1,0,,,1,23
37348408,Chiringuito,194723095,Maria Luisa,Carabanchel,Buenavista,40.37001,-3.75955,Entire home/apt,68,2,3,2019-11-03,1.84,2,358
37348717,Piso con terraza en Torre Madrid,247570318,Home Club Corporate,Moncloa - Aravaca,Argüelles,40.42396,-3.71284,Entire home/apt,143,30,0,,,38,0
37349184,"Stay only for a GIRL: central, clean and beautiful",69538017,Shirley,Moncloa - Aravaca,Valdezarza,40.46154,-3.70979,Private room,24,90,0,,,1,364
37351772,Nice And cozy loft in Madrid.,136845595,Rodrigo,San Blas - Canillejas,Simancas,40.43809,-3.62355,Entire home/apt,95,4,5,2019-10-26,2.68,2,342
37353398,Alquiler de habitacion para huespedes Gay,281348512,Martin,Usera,Pradolongo,40.38551,-3.70837,Private room,28,2,10,2019-11-07,3.23,1,23
37353705,Brand new loft next to Santiago Bernabéu,82616475,Alejandro,Tetuán,Cuatro Caminos,40.45319,-3.70184,Entire home/apt,95,1,14,2019-11-02,6.46,1,89
37355226,"Apartamento Delicias - Nuevo, ubicación, centro, A/A, wifi, desayuno",281434958,Agritur,Arganzuela,Palos de Moguer,40.40607,-3.69451,Entire home/apt,120,1,26,2019-11-02,8.39,1,131
37355676,Apartamento tranquilo y bien comunicado,86040800,Samuel,Chamartín,Prosperidad,40.43887,-3.67736,Entire home/apt,55,3,3,2019-11-03,1.18,1,0
37356186,Piso cómodo y espacioso al lado de El Retiro,8388607,Pedro,Retiro,Ibiza,40.41815,-3.66982,Entire home/apt,170,2,1,2019-10-14,1,1,0
37357322,La Azotea de la Latina,250507434,Amura Home,Centro,Embajadores,40.40985,-3.70795,Entire home/apt,130,15,0,,,10,223
37358017,Central Madrid Two bed apartment,132801337,Shona,Centro,Palacio,40.41672,-3.71021,Entire home/apt,100,1,0,,,1,0
37361926,Habitación a 15 min del centro,81855618,Oksana,Carabanchel,Puerta Bonita,40.38531,-3.72928,Private room,19,1,0,,,1,0
37364616,Magnífico piso en el corazón de Chueca,7825042,Teresa,Centro,Justicia,40.42051,-3.69839,Entire home/apt,170,3,0,,,2,118
37365476,Student room B3,11560317,Agnes,Latina,Puerta del Angel,40.40873,-3.72613,Private room,15,8,0,,,10,281
37368548,Habitación en Barajas a 5 minutos del aeropuerto,114774339,Sasha,Barajas,Timón,40.47007,-3.58292,Private room,43,2,3,2019-11-03,1.61,1,0
37375419,Apartamento en MADRID-BUSINESS AREA-HOSP. LA PAZ,281633948,Jose Alfonso,Chamartín,Castilla,40.47966,-3.68437,Entire home/apt,70,3,6,2019-11-03,4.50,1,79
37377522,Moderno apartamento en el centro de Madrid,264468406,Sofia,Centro,Universidad,40.42571,-3.70981,Entire home/apt,49,2,3,2019-11-02,3,11,49
37377619,New Design Old Town Apartment (Madrid Rio)Wifi-AC!,281646237,Sergio Laura Y Nerea,Latina,Puerta del Angel,40.41011,-3.72747,Entire home/apt,69,1,16,2019-11-06,8.00,1,157
37379494,New Luxury Atocha Apartment,20437430,Luis Riscaldos Inmuebles,Arganzuela,Palos de Moguer,40.40178,-3.69217,Entire home/apt,65,2,9,2019-10-26,4.91,13,23
37381217,Habitación en Goya,189077048,Margie,Salamanca,Goya,40.42644,-3.67126,Private room,44,1,6,2019-10-27,3.67,1,358
37381855,Great apartment for 13 people in Madrid,258970215,Santiago Antonio,Chamberí,Gaztambide,40.43459,-3.7136,Entire home/apt,450,2,10,2019-10-31,5.36,3,23
37384531,Hospédate en Tambo. Gran Vía-Plaza de España.,281697622,Pablo,Centro,Universidad,40.42354,-3.70971,Private room,46,3,8,2019-11-03,4.29,1,27
37384926,Cozy Duplex near Gran Via metro  Downtown Madrid,75616075,H.,Centro,Universidad,40.42184,-3.70309,Entire home/apt,57,7,1,2019-10-01,0.75,1,43
37386433,Pleno centro de Madrid,90497929,Martha Elena,Centro,Sol,40.41875,-3.70228,Entire home/apt,90,3,4,2019-11-04,2.26,1,0
37390387,Habitación con encanto en el centro de Madrid,24095765,Mireia,Centro,Justicia,40.42621,-3.69451,Entire home/apt,90,2,4,2019-10-27,1.90,1,46
37390695,"Precioso Loft Ifema, aire acondicio,wifi, cable tv",42453682,Carolina,Hortaleza,Pinar del Rey,40.47281,-3.65255,Entire home/apt,70,1,16,2019-11-05,5.52,5,307
37394502,Apartamento PRIVADO - CENTRO para Parejas y Grupos,131820717,Diana Marcela,Centro,Embajadores,40.40911,-3.70395,Entire home/apt,85,1,25,2019-10-26,8.06,23,240
37394705,Double room in La latina,157837796,Maia,Centro,Palacio,40.4102,-3.71061,Private room,29,2,6,2019-10-23,2.73,3,62
37395098,Private apartment Center Madrid Lavapies-Sol,131820717,Diana Marcela,Centro,Embajadores,40.40932,-3.70105,Entire home/apt,85,1,4,2019-10-16,1.22,23,293
37397008,Estudio céntrico exterior,281889730,Aitor,Centro,Universidad,40.42461,-3.70229,Entire home/apt,40,2,0,,,1,0
37416349,Habitación con metro directo al centro de Madrid,245491717,Jose,Ciudad Lineal,Pueblo Nuevo,40.42397,-3.63809,Private room,35,3,8,2019-10-20,2.58,1,25
37417857,Luminate Room with Double bed / Habitación por 2 !,272298968,Mac,Villaverde,San Andrés,40.3447,-3.70758,Private room,35,2,0,,,1,358
37421498,Habitación triple con mirador en barrio de moda,278491498,Carmen,Centro,Justicia,40.4243,-3.70036,Private room,55,2,2,2019-11-03,1.46,6,342
37422074,PRIVATE Apartment Center Familias o Grupos Sol,131820717,Diana Marcela,Centro,Embajadores,40.40961,-3.70136,Entire home/apt,75,1,2,2019-08-22,0.69,23,32
37424557,Alquier Habitación Cama Doble en Goya con Baño,38495367,Javier,Salamanca,Goya,40.42383,-3.67285,Private room,32,3,1,2019-10-22,1,1,363
37427028,habitacion privado,260654511,Avishan,Tetuán,Valdeacederas,40.46445,-3.69636,Private room,30,20,0,,,2,81
37427275,Habitación luminosa en un lugar ideal,32580210,Cindy,Tetuán,Cuatro Caminos,40.4476,-3.69936,Private room,18,2,1,2019-09-08,0.48,1,312
37430071,"Apartamento en la Elipa,  Madrid",190744262,Maribel,Ciudad Lineal,Ventas,40.425,-3.65909,Private room,28,2,3,2019-11-06,3,1,330
37437772,"Habitación Tetuán, Santiago Bernabeu",279064874,David,Tetuán,Berruguete,40.45968,-3.70135,Private room,14,1,1,2019-09-29,0.71,1,10
37441389,WARNER. Ifema. Airport. Wanda. Clinica de Navarra,17598912,Maria,San Blas - Canillejas,Rejas,40.44415,-3.58639,Entire home/apt,85,2,5,2019-11-03,4.41,1,48
37441794,MADRID RÍO - PUENTE TOLEDO - LAVAPIES-  MATADERO,228911582,Beatriz,Carabanchel,Comillas,40.39345,-3.71477,Private room,60,2,5,2019-10-24,2.83,1,38
37442945,"Funny Traveler, Ambiente exquisito - Madrid",49889290,Jose Alberto,Centro,Palacio,40.41922,-3.71284,Private room,35,1,2,2019-09-01,0.78,1,13
37443427,Habitación,282350989,Lana,San Blas - Canillejas,Amposta,40.4272,-3.62004,Private room,19,1,2,2019-10-27,1.43,1,39
37447379,Apartamento Moderno con Aire Acondicionado,57772798,Mónica Y Ricardo,Arganzuela,Palos de Moguer,40.40425,-3.69473,Entire home/apt,95,4,1,2019-10-02,0.77,2,0
37450794,Room in Cuatro Torres Business Area,23119643,Annarita,Chamartín,Castilla,40.48017,-3.68496,Private room,25,1,7,2019-10-06,2.50,1,6
37451102,Cute flat next to Bernabeu stadium,282433444,Michelle,Chamartín,Nueva España,40.46294,-3.68744,Entire home/apt,49,2,1,2019-10-06,0.86,1,0
37453222,Habitacion hermosa cerca del centro de la ciudad,252003297,Rachel,Ciudad Lineal,Ventas,40.42403,-3.65446,Private room,22,1,6,2019-10-27,2.50,1,284
37458445,Para ser y estar en  Valdebernardo Espacio Cero.,4754903,Esperanza,Vicálvaro,Casco Histórico de Vicálvaro,40.39841,-3.62083,Private room,21,1,0,,,1,0
37458926,"Free Parking-Duplex, huge terrace, superbright,3br",77489120,Pablo,Tetuán,Berruguete,40.46038,-3.70635,Entire home/apt,119,1,27,2019-11-03,8.90,6,110
37460063,Piso muy bien comunicado,39095916,Haizea,Tetuán,Cuatro Caminos,40.44952,-3.69921,Entire home/apt,45,7,1,2019-09-20,0.59,1,16
37469803,Bravo!!!,17370230,Ivan,Chamberí,Rios Rosas,40.4438,-3.69884,Entire home/apt,60,2,19,2019-11-07,6.06,1,333
37470693,LUXURY PENTHOUSE MADRID CASTELLANA- PLAZA CASTILLA,99592566,Carolina,Moncloa - Aravaca,Valdezarza,40.46779,-3.71567,Entire home/apt,189,1,7,2019-11-03,5.38,1,180
37475514,Apartamento independiente/appartment independent,190282435,Toni,Puente de Vallecas,Numancia,40.39918,-3.6615,Entire home/apt,30,2,16,2019-11-06,9.41,1,22
37477467,Modern apartment in La Latina - Madrid,282731067,Paloma,Centro,Palacio,40.40915,-3.71218,Entire home/apt,100,3,9,2019-11-02,4.82,1,88
37477986,Modern Apartment Nao,62737727,Rafael,Centro,Universidad,40.4217,-3.70294,Entire home/apt,120,10,0,,,3,365
37478445,2 Pairs Malasaña,44267738,Madrid Central,Centro,Universidad,40.42545,-3.70528,Entire home/apt,999,1,1,2019-09-04,0.45,27,298
37482928,COZY&COMFY APARTMENT AT THE HEART OF MALASAÑA,18364470,Eduardo,Arganzuela,Delicias,40.3962,-3.68986,Entire home/apt,60,1,1,2019-08-18,0.36,3,0
37486010,"Centro de Madrid amplio y luminoso, cama grande",199036370,H.Benavent E Hijos,Centro,Palacio,40.4217,-3.70885,Private room,40,5,0,,,26,0
37486229,"Private Bedroom in Prosperidad, Madrid",271959387,David,Chamartín,Prosperidad,40.44424,-3.67162,Private room,25,2,2,2019-10-27,2,1,0
37487246,espacio encantador y único en La Latina,282808265,Inés,Centro,Embajadores,40.40778,-3.70737,Entire home/apt,120,3,4,2019-11-04,3.00,1,135
37490703,Apartamento en el corazón de chueca,175879184,Sergio,Centro,Justicia,40.42094,-3.69912,Entire home/apt,60,2,3,2019-11-03,3,1,32
37491749,Apartamento a lado de plaza de toros de las Ventas,282865197,Jorge Ramon,Ciudad Lineal,Ventas,40.42484,-3.65878,Private room,25,1,7,2019-10-27,2.96,1,158
37491760,Room- Cozy apartment in the city centre of Madrid,282891299,Estefania,Centro,Embajadores,40.41145,-3.7067,Private room,50,2,16,2019-11-03,5.71,1,18
37492547,--Welcome to Madrid!New decorate and clean home,282902231,Mandy,Latina,Puerta del Angel,40.40793,-3.73379,Private room,27,1,3,2019-10-20,2.14,3,64
37493710,---Welcome to Madrid!New decorate and clean home,282902231,Mandy,Latina,Puerta del Angel,40.40758,-3.73524,Private room,27,1,9,2019-10-30,3.21,3,54
37493777,-Welcome to Madrid!New decorate and clean home,282902231,Mandy,Latina,Puerta del Angel,40.40787,-3.73456,Private room,23,1,4,2019-11-05,1.79,3,40
37494063,Appartamento top (6 Adulti) con piscina Marbella,37463420,Rossella,Moncloa - Aravaca,Ciudad Universitaria,40.46285,-3.749,Entire home/apt,200,7,1,2019-08-24,0.38,1,0
37494274,Hab Doble en ático. Al lado del Retiro y Atocha,153042930,Andres,Retiro,Pacífico,40.40537,-3.67861,Private room,50,2,8,2019-11-03,3.81,1,68
37494931,Piso muy bien ubicado en Madrid,37573895,Haizea,Tetuán,Cuatro Caminos,40.45092,-3.70046,Entire home/apt,45,7,0,,,1,109
37500855,"Piso en el  centro, a 5 minutos de la plaza Mayor.",283063814,Raquel,Centro,Palacio,40.4082,-3.71138,Entire home/apt,83,2,7,2019-10-03,2.59,1,96
37504688,Alojamiento particular confortable para 2 personas,283094700,Esperanza,Chamartín,Castilla,40.46805,-3.68615,Private room,30,2,11,2019-11-06,4.93,1,69
37505103,Habitación grande y tranquila en la zona de Ventas,153612386,Rubén,Ciudad Lineal,Ventas,40.42819,-3.65872,Private room,30,1,4,2019-11-03,2.93,1,85
37507350,Studio with TERRACE for 4 PAX in MAD-3-1,260732449,Genesis,Tetuán,Cuatro Caminos,40.4549,-3.69933,Entire home/apt,95,3,8,2019-11-03,4.14,8,351
37511194,BASIC ROOM FOR2 IN THE CENTRE AT 1 MINUTE FROM SOL,2960080,Ivan & Pietro,Centro,Cortes,40.41518,-3.70127,Private room,29,2,6,2019-10-20,2.90,7,106
37511724,Cozy studio in Madrid - Business Area,281753620,Berta,Tetuán,Almenara,40.46691,-3.69284,Entire home/apt,50,3,6,2019-11-01,2.86,1,33
37512283,Habitación privada en Madrid Centro,20345044,Carmen,Centro,Palacio,40.41035,-3.71024,Private room,25,1,14,2019-11-03,6.36,2,158
37512662,Relaxing Life and funnnyyy holidayyy,250052258,Gianfranca,Hortaleza,Valdefuentes,40.49715,-3.65304,Private room,47,1,10,2019-11-02,5.36,1,142
37513435,Habitación grande Madrid Centro,118339834,Brandon,Centro,Palacio,40.41334,-3.70803,Private room,20,1,0,,,1,0
37514534,Rodas11; espacio amoblado por  taller de Diógenes,283155295,Kaioia,Centro,Embajadores,40.40724,-3.70494,Entire home/apt,150,2,3,2019-10-24,3,1,165
37515017,Comodo apartamento en Palacio Real III,283159955,Maria Vanesa,Arganzuela,Imperial,40.41232,-3.72011,Entire home/apt,400,2,4,2019-10-29,2.35,1,201
37515718,"Beautiful 1 Bed Apt, Sleeps 4 nr Las Delicias",18187544,Ascen,Arganzuela,Palos de Moguer,40.4014,-3.68777,Entire home/apt,50,1,0,,,1,345
37515816,GREAT &  LUXURY CITY CENTER ATOCHA DREAMMADRID,69022392,Vicky Y Carmen,Centro,Embajadores,40.41128,-3.69836,Entire home/apt,130,2,3,2019-10-14,1.20,9,22
37517144,HOUSE GAME OF TRHONES,136735879,Lola,Centro,Universidad,40.42736,-3.70404,Entire home/apt,650,1,0,,,4,361
37517304,Sencilla y cómoda habitación para visitar Madrid,283174424,Mayk,Centro,Embajadores,40.40713,-3.70043,Private room,19,2,10,2019-11-05,3.45,1,26
37517790,Apartamento en Sol,283188516,Nicola,Centro,Sol,40.41586,-3.70652,Entire home/apt,75,1,15,2019-10-24,6.43,1,66
37518990,Beautiful Flat in La Latina & Plaza Mayor 4PAX,283211781,Alberto,Centro,Palacio,40.41216,-3.70931,Entire home/apt,90,3,5,2019-10-27,2.59,1,173
37520343,BNBHolder The Austrias Area II,28786243,Emilio,Centro,Palacio,40.41265,-3.71197,Entire home/apt,57,1,15,2019-10-23,5.70,60,187
37523031,Habitacion privada en cómodo apartamento,237042353,Bere,Centro,Palacio,40.40713,-3.71181,Private room,22,1,10,2019-11-03,4.48,1,67
37525788,Small cozy apartment for 2 ( Nuñez de Balboa I ),28038703,Luxury Rentals Madrid,Chamartín,El Viso,40.43872,-3.68224,Entire home/apt,120,3,0,,,106,349
37526898,"Sofa bed in the living room, close to Atocha",77578945,Nataly,Puente de Vallecas,Numancia,40.39637,-3.65533,Private room,19,1,6,2019-10-24,2.95,5,69
37529331,"Habitacion S, Privada en Corazón de Madrid",58973535,Carmen Y Luis,Centro,Cortes,40.41349,-3.69812,Private room,32,2,26,2019-11-08,9.07,2,25
37530291,Siéntete como en casa,267903359,Norma,San Blas - Canillejas,Rosas,40.42772,-3.61108,Private room,50,1,2,2019-11-02,1.43,2,365
37530813,Siéntete como en casa,267903359,Norma,San Blas - Canillejas,Arcos,40.42773,-3.61135,Private room,50,1,5,2019-10-20,2.68,2,365
37530844,"Habitacion E, Privada en Corazón de Madrid",58973535,Carmen Y Luis,Centro,Cortes,40.41321,-3.69785,Private room,25,2,22,2019-11-07,7.50,2,57
37542178,DUPLEX PLAZA MAYOR CITY CENTER,26205011,Roberto,Centro,Palacio,40.41212,-3.7121,Entire home/apt,120,3,6,2019-10-15,3.10,12,320
37544062,DOUBLE BLUE SKY ROOM CENTRAL MUY CERCA DE GRAN VÍA,123358247,Geira,Latina,Puerta del Angel,40.40971,-3.72594,Private room,20,2,9,2019-11-03,6.59,2,141
37545717,Habitación individual 2 camas 90 se puede  juntar,283571721,Andres,Villaverde,San Andrés,40.34573,-3.70934,Private room,20,2,5,2019-11-01,1.79,1,159
37546141,"Cozy, Large, and Central Apartment",280863443,Anthony,Centro,Embajadores,40.40947,-3.70504,Entire home/apt,120,7,0,,,2,0
37547252,Alojamiento muy cerca del Centro Madrid!Hospedate!,81658902,Patricia,Latina,Aluche,40.39407,-3.74406,Private room,20,2,11,2019-10-27,4.85,1,169
37547440,SUPER DÚPLEX IFEMA-AEROPUERTO,258850169,Sonali,Hortaleza,Piovera,40.45751,-3.64386,Entire home/apt,110,1,2,2019-10-06,1.25,11,304
